Date,Open,High,Low,Close,Volume
2024-03-11 13:30:00,7.804999828338623,7.949999809265137,7.610000133514404,7.679999828338623,59023000
2024-03-12 13:30:00,7.679999828338623,7.690000057220459,7.380000114440918,7.480000019073486,49576500
2024-03-13 13:30:00,7.429999828338623,7.559999942779541,7.360000133514404,7.380000114440918,42118300
2024-03-14 13:30:00,7.329999923706055,7.349999904632568,6.989999771118164,7.050000190734863,69575100
2024-03-15 13:30:00,7.03000020980835,7.050000190734863,6.909999847412109,7.03000020980835,52674400
2024-03-18 13:30:00,7.065000057220459,7.110000133514404,6.860000133514404,7.079999923706055,47168400
2024-03-19 13:30:00,6.920000076293945,7.03000020980835,6.815000057220459,6.920000076293945,50479000
2024-03-20 13:30:00,6.925000190734863,7.369999885559082,6.869999885559082,7.360000133514404,61455100
2024-03-21 13:30:00,7.550000190734863,7.570000171661377,7.360000133514404,7.440000057220459,56091900
2024-03-22 13:30:00,7.320000171661377,7.408999919891357,7.239999771118164,7.300000190734863,23188400
2024-03-25 13:30:00,7.28000020980835,7.597000122070312,7.25,7.449999809265137,27430900
2024-03-26 13:30:00,7.349999904632568,7.460000038146973,7.164999961853027,7.199999809265137,39576600
2024-03-27 13:30:00,7.28000020980835,7.369999885559082,7.170000076293945,7.360000133514404,34738800
2024-03-28 13:30:00,7.329999923706055,7.46999979019165,7.289999961853027,7.300000190734863,30108100
2024-04-01 13:30:00,7.309999942779541,7.340000152587891,7.119999885559082,7.21999979019165,31681900
2024-04-02 13:30:00,7.050000190734863,7.21999979019165,6.96999979019165,7.199999809265137,29678800
2024-04-03 13:30:00,7.309999942779541,7.579999923706055,7.230000019073486,7.539999961853027,50638600
2024-04-04 13:30:00,7.650000095367432,7.710000038146973,7.269999980926514,7.309999942779541,49594100
2024-04-05 13:30:00,7.300000190734863,7.460000038146973,7.25,7.400000095367432,29121300
2024-04-08 13:30:00,7.510000228881836,7.769999980926514,7.5,7.760000228881836,56858200
2024-04-09 13:30:00,7.820000171661377,7.940000057220459,7.730000019073486,7.889999866485596,46554000
