Date,Open,High,Low,Close,Volume
2024-03-11 13:30:00,42.459999084472656,43.04999923706055,42.310001373291016,42.63999938964844,2247800
2024-03-12 13:30:00,42.77000045776367,43.27999877929688,42.630001068115234,42.79999923706055,2659000
2024-03-13 13:30:00,42.630001068115234,43.11000061035156,42.630001068115234,42.86000061035156,2406500
2024-03-14 13:30:00,42.58000183105469,43.52999877929688,42.5,42.77000045776367,3944800
2024-03-15 13:30:00,42.41999816894531,43.4900016784668,42.220001220703125,42.880001068115234,5188600
2024-03-18 13:30:00,43.09999847412109,44.45000076293945,42.959999084472656,44.119998931884766,4302200
2024-03-19 13:30:00,44.119998931884766,44.47999954223633,43.709999084472656,44.470001220703125,2715100
2024-03-20 13:30:00,44.43000030517578,44.790000915527344,43.970001220703125,44.61000061035156,2565100
2024-03-21 13:30:00,44.93000030517578,45.34000015258789,44.630001068115234,44.75,2508100
2024-03-22 13:30:00,44.720001220703125,44.95000076293945,44.33000183105469,44.470001220703125,1857500
2024-03-25 13:30:00,44.459999084472656,44.81999969482422,44.22999954223633,44.54999923706055,2276600
2024-03-26 13:30:00,45.36000061035156,46.59000015258789,45.06999969482422,46.459999084472656,4319500
2024-03-27 13:30:00,47.0,47.119998931884766,45.9900016784668,46.59999847412109,3222900
2024-03-28 13:30:00,46.93000030517578,47.54999923706055,46.7400016784668,47.209999084472656,3079500
2024-04-01 13:30:00,47.4900016784668,48.25,47.310001373291016,47.77999877929688,3123500
2024-04-02 13:30:00,47.040000915527344,47.130001068115234,46.33000183105469,46.41999816894531,2901400
2024-04-03 13:30:00,46.150001525878906,47.2400016784668,46.06999969482422,46.75,2623900
2024-04-04 13:30:00,47.33000183105469,47.45000076293945,45.83000183105469,45.86000061035156,2701200
2024-04-05 13:30:00,45.86000061035156,46.63999938964844,45.7599983215332,46.52999877929688,1923100
2024-04-08 13:30:00,46.75,47.11000061035156,46.13999938964844,46.29999923706055,2275700
2024-04-09 13:30:00,46.38999938964844,46.619998931884766,46.02000045776367,46.40999984741211,2223900
2024-04-10 13:30:00,45.41999816894531,45.4900016784668,44.290000915527344,44.68000030517578,3056000
2024-04-11 13:30:00,44.470001220703125,45.02000045776367,44.130001068115234,44.720001220703125,2692700
2024-04-12 13:30:00,44.119998931884766,44.13999938964844,42.34000015258789,42.47999954223633,4499900
2024-04-15 13:30:00,43.08000183105469,43.95000076293945,42.650001525878906,42.84999847412109,3970900
2024-04-16 13:30:00,42.79999923706055,43.060001373291016,42.43000030517578,42.70000076293945,2984400
2024-04-17 13:30:00,43.04999923706055,43.04999923706055,42.02000045776367,42.02999877929688,2523100
2024-04-18 13:30:00,41.88999938964844,42.7599983215332,41.52000045776367,42.040000915527344,3502800
2024-04-19 13:30:00,42.11000061035156,42.75,42.0,42.41999816894531,2657800
2024-04-22 13:30:00,43.0,43.04999923706055,42.06999969482422,42.43000030517578,2639100
2024-04-23 13:30:00,42.68999862670898,43.130001068115234,42.470001220703125,42.84999847412109,1791200
2024-04-24 13:30:00,43.06999969482422,43.27999877929688,42.130001068115234,42.709999084472656,2617000
2024-04-25 13:30:00,42.369998931884766,42.560001373291016,42.060001373291016,42.18000030517578,3036100
2024-04-26 13:30:00,41.68999862670898,42.380001068115234,41.060001373291016,41.09000015258789,4682700
2024-04-29 13:30:00,41.66999816894531,42.0,41.40999984741211,41.61000061035156,4180900
2024-04-30 13:30:00,41.27000045776367,41.29999923706055,39.34999847412109,39.43999862670898,5808000
2024-05-01 13:30:00,38.91999816894531,40.40999984741211,38.63999938964844,39.75,7354900
2024-05-02 13:30:00,43.5,43.5,40.619998931884766,40.869998931884766,7464000
2024-05-03 13:30:00,41.400001525878906,41.63999938964844,40.7400016784668,41.040000915527344,4379200
2024-05-06 13:30:00,41.400001525878906,41.7400016784668,40.52000045776367,41.0099983215332,4505700
2024-05-07 13:30:00,40.9900016784668,41.09000015258789,40.5,40.63999938964844,3297000
2024-05-08 13:30:00,40.25,40.650001525878906,39.970001220703125,40.040000915527344,4430100
2024-05-09 13:30:00,40.08000183105469,40.970001220703125,40.02999877929688,40.84999847412109,2715400
2024-05-10 13:30:00,40.84000015258789,40.95000076293945,40.470001220703125,40.56999969482422,2036800
2024-05-13 13:30:00,41.09000015258789,41.33000183105469,40.66999816894531,40.93000030517578,2697600
2024-05-14 13:30:00,41.290000915527344,41.77000045776367,40.93000030517578,41.290000915527344,3422900
2024-05-15 13:30:00,41.52000045776367,41.86000061035156,41.150001525878906,41.54999923706055,3007500
2024-05-16 13:30:00,41.5,42.13999938964844,41.36000061035156,41.650001525878906,3568300
2024-05-17 13:30:00,41.560001373291016,41.90999984741211,40.959999084472656,41.02999877929688,2705600
2024-05-20 13:30:00,41.0,41.43999862670898,40.790000915527344,41.36000061035156,3512700
2024-05-21 13:30:00,41.220001220703125,41.43000030517578,40.790000915527344,40.810001373291016,2484400
2024-05-22 13:30:00,40.58000183105469,40.72999954223633,39.91999816894531,40.20000076293945,3323800
2024-05-23 13:30:00,40.27999877929688,40.41999816894531,38.7400016784668,38.93000030517578,4460700
2024-05-24 13:30:00,39.16999816894531,39.81999969482422,39.08000183105469,39.720001220703125,2934900
2024-05-28 13:30:00,39.720001220703125,40.06999969482422,38.619998931884766,38.97999954223633,3672600
2024-05-29 13:30:00,38.2400016784668,38.72999954223633,38.02999877929688,38.70000076293945,3842200
2024-05-30 13:30:00,38.81999969482422,38.970001220703125,38.209999084472656,38.52999877929688,3323300
2024-05-31 13:30:00,38.709999084472656,40.18999862670898,38.52999877929688,40.16999816894531,7458200
2024-06-03 13:30:00,40.16999816894531,40.470001220703125,39.380001068115234,40.209999084472656,3357100
2024-06-04 13:30:00,40.04999923706055,40.27999877929688,39.40999984741211,39.43999862670898,2684800
2024-06-05 13:30:00,39.59000015258789,40.459999084472656,39.4900016784668,40.380001068115234,3051300
2024-06-06 13:30:00,40.43000030517578,40.70000076293945,40.02999877929688,40.09000015258789,3506800
2024-06-07 13:30:00,39.77000045776367,40.720001220703125,39.65999984741211,40.68999862670898,3041400
2024-06-10 13:30:00,40.470001220703125,40.959999084472656,40.25,40.77000045776367,3149300
2024-06-11 13:30:00,40.650001525878906,40.84000015258789,39.86000061035156,40.77000045776367,2953800
2024-06-12 13:30:00,41.459999084472656,41.70000076293945,40.13999938964844,40.470001220703125,4028800
2024-06-13 13:30:00,40.34999847412109,40.619998931884766,40.09999847412109,40.52999877929688,3098600
2024-06-14 13:30:00,40.0,40.27000045776367,39.52999877929688,39.84999847412109,2680900
2024-06-17 13:30:00,39.61000061035156,40.43000030517578,38.959999084472656,40.38999938964844,2964300
2024-06-18 13:30:00,40.20000076293945,40.72999954223633,40.0,40.52999877929688,2741200
2024-06-20 13:30:00,40.5,42.25,40.40999984741211,41.70000076293945,3715700
2024-06-21 13:30:00,41.70000076293945,42.209999084472656,41.59000015258789,42.0,8870900
2024-06-24 13:30:00,42.0,42.59000015258789,41.84000015258789,42.45000076293945,3857100
2024-06-25 13:30:00,42.38999938964844,42.4900016784668,41.63999938964844,41.959999084472656,2690900
2024-06-26 13:30:00,41.72999954223633,42.540000915527344,41.72999954223633,42.43000030517578,2222600
2024-06-27 13:30:00,42.47999954223633,43.400001525878906,42.369998931884766,43.369998931884766,3071600
2024-06-28 13:30:00,43.59999847412109,44.54999923706055,43.52999877929688,44.43999862670898,5978400
2024-07-01 13:30:00,44.54999923706055,44.66999816894531,42.59000015258789,42.86000061035156,3263500
2024-07-02 13:30:00,42.97999954223633,43.04999923706055,42.25,42.33000183105469,3597600
2024-07-03 13:30:00,42.97999954223633,43.97999954223633,42.68999862670898,43.27999877929688,2401100
2024-07-05 13:30:00,42.84000015258789,43.29999923706055,42.59999847412109,43.040000915527344,4584600
2024-07-08 13:30:00,43.2599983215332,43.7400016784668,43.0099983215332,43.68999862670898,2629000
2024-07-09 13:30:00,43.790000915527344,44.29999923706055,43.40999984741211,43.7400016784668,2699500
2024-07-10 13:30:00,43.9900016784668,44.0099983215332,43.459999084472656,43.90999984741211,2352400
2024-07-11 13:30:00,44.2599983215332,46.08000183105469,44.20000076293945,45.84000015258789,4737800
2024-07-12 13:30:00,46.0099983215332,46.560001373291016,45.90999984741211,46.11000061035156,2597700
2024-07-15 13:30:00,46.040000915527344,46.43000030517578,45.83000183105469,46.150001525878906,2288700
2024-07-16 13:30:00,46.290000915527344,46.97999954223633,46.060001373291016,46.77999877929688,2716100
2024-07-17 13:30:00,46.45000076293945,47.2599983215332,46.08000183105469,46.18999862670898,2795800
2024-07-18 13:30:00,45.97999954223633,46.880001068115234,45.2400016784668,45.29999923706055,2583200
2024-07-19 13:30:00,45.29999923706055,45.560001373291016,44.709999084472656,45.369998931884766,2144700
2024-07-22 13:30:00,45.400001525878906,45.540000915527344,43.59999847412109,43.77000045776367,4020100
2024-07-23 13:30:00,43.65999984741211,43.79999923706055,43.29999923706055,43.77999877929688,3543100
2024-07-24 13:30:00,43.31999969482422,43.77999877929688,42.38999938964844,42.43999862670898,3309600
2024-07-25 13:30:00,42.5,42.77999877929688,41.400001525878906,41.43999862670898,3646700
2024-07-26 13:30:00,42.220001220703125,42.220001220703125,41.33000183105469,41.84000015258789,2738000
2024-07-29 13:30:00,41.2599983215332,43.150001525878906,41.2599983215332,42.77999877929688,3379000
